year,qtr,state_fips,low,high
2020,1,26,1.11,1.24
2020,1,27,1.24,1.32
2020,1,28,1.4,1.5
2020,1,29,1.24,1.32
2020,1,30,1.72,1.84
2020,1,31,1.11,1.24
2020,1,32,1.72,1.84
2020,1,33,1.5,1.6
2020,1,34,1.4,1.5
2020,1,35,1.5,1.6
2020,1,36,.4,1.11
2020,1,37,1.5,1.6
2020,1,38,.4,1.11
2020,1,39,1.11,1.24
2020,1,40,1.11,1.24
2020,1,41,1.6,1.72
2020,1,42,1.11,1.24
2020,1,44,1.5,1.6
2020,1,45,1.72,1.84
2020,1,46,1.24,1.32
2020,1,47,1.32,1.4
2020,1,48,1.11,1.24
2020,1,49,1.6,1.72
2020,1,50,1.32,1.4
2020,1,51,1.72,1.84
2020,1,53,1.5,1.6
2020,1,54,1.24,1.32
2020,1,55,1.11,1.24
2020,1,56,1.5,1.6
2020,2,01,1.4,1.5
2020,2,02,1.6,1.72
2020,2,04,1.72,1.84
2020,2,05,1.24,1.32
2020,2,06,1.72,1.84
2020,2,08,1.84,2.06
2020,2,09,1.4,1.5
2020,2,10,1.6,1.72
2020,2,11,.4,1.11
2020,2,12,1.84,2.06
2020,2,13,1.5,1.6
2020,2,15,2.06,
2020,2,16,1.84,2.06
2020,2,17,1.24,1.32
2020,2,18,1.32,1.4
2020,2,19,1.11,1.24
2020,2,20,1.11,1.24
2020,2,21,1.24,1.32
2020,2,22,1.4,1.5
2020,2,23,1.6,1.72
2020,2,24,1.84,2.06
2020,2,25,1.24,1.32
2020,2,26,1.32,1.4
2020,2,27,1.32,1.4
2020,2,28,1.5,1.6
2020,2,29,1.32,1.4
2020,2,30,1.84,2.06
2020,2,31,1.11,1.24
2020,2,32,2.06,
2020,2,33,1.6,1.72
2020,2,34,1.6,1.72
2020,2,35,1.6,1.72
2020,2,36,.4,1.11
2020,2,37,1.6,1.72
2020,2,38,1.11,1.24
2020,2,39,1.24,1.32
2020,2,40,1.24,1.32
2020,2,41,1.72,1.84
2020,2,42,1.32,1.4
2020,2,44,1.6,1.72
2020,2,45,1.84,2.06
2020,2,46,1.24,1.32
2020,2,47,1.4,1.5
2020,2,48,1.24,1.32
2020,2,49,1.72,1.84
2020,2,50,1.5,1.6
2020,2,51,1.84,2.06
2020,2,53,1.6,1.72
2020,2,54,1.4,1.5
2020,2,55,1.24,1.32
2020,2,56,1.6,1.72
2020,3,01,1.4,1.5
2020,3,02,1.72,1.84
2020,3,04,1.72,1.84
2020,3,05,1.32,1.4
2020,3,06,1.72,1.84
2020,3,08,1.84,2.06
2020,3,09,1.4,1.5
2020,3,10,1.6,1.72
2020,3,11,.4,1.11
2020,3,12,1.84,2.06
2020,3,13,1.5,1.6
2020,3,15,2.06,
2020,3,16,1.84,2.06
2020,3,17,1.24,1.32
2020,3,18,1.24,1.32
2020,3,19,1.11,1.24
2020,3,20,1.11,1.24
2020,3,21,1.24,1.32
2020,3,22,1.5,1.6
2020,3,23,1.6,1.72
2020,3,24,1.84,2.06
2020,3,25,1.32,1.4
2020,3,26,1.24,1.32
2020,3,27,1.32,1.4
2020,3,28,1.5,1.6
2020,3,29,1.32,1.4
2020,3,30,1.84,2.06
2020,3,31,1.11,1.24
2020,3,32,1.84,2.06
2020,3,33,1.6,1.72
2020,3,34,1.5,1.6
2020,3,35,1.6,1.72
2020,3,36,.4,1.11
2020,3,37,1.6,1.72
2020,3,38,1.11,1.24
2020,3,39,1.11,1.24
2020,3,40,1.24,1.32
2020,3,41,1.72,1.84
2020,3,42,1.24,1.32
2020,3,44,1.6,1.72
2020,3,45,1.84,2.06
2020,3,46,1.24,1.32
2020,3,47,1.4,1.5
2020,3,48,1.24,1.32
2020,3,49,1.72,1.84
2020,3,50,1.5,1.6
2020,3,51,1.84,2.06
2020,3,53,1.6,1.72
2020,3,54,1.32,1.4
2020,3,55,1.24,1.32
2020,3,56,1.6,1.72
2020,4,01,1.32,1.4
2020,4,02,1.6,1.72
2020,4,04,1.72,1.84
2020,4,05,1.24,1.32
2020,4,06,1.6,1.72
2020,4,08,1.84,2.06
2020,4,09,1.4,1.5
2020,4,10,1.6,1.72
2020,4,11,.4,1.11
2020,4,12,1.72,1.84
2020,4,13,1.5,1.6
2020,4,15,2.06,
2020,4,16,1.84,2.06
2020,4,17,1.11,1.24
2020,4,18,1.24,1.32
2020,4,19,1.11,1.24
2020,4,20,1.11,1.24
2020,4,21,1.11,1.24
2020,4,22,1.4,1.5
2020,4,23,1.6,1.72
2020,4,24,1.84,2.06
2020,4,25,1.24,1.32
2020,4,26,1.24,1.32
2020,4,27,1.32,1.4
2020,4,28,1.4,1.5
2020,4,29,1.24,1.32
2020,4,30,1.72,1.84
2020,4,31,1.11,1.24
2020,4,32,1.84,2.06
2020,4,33,1.5,1.6
2020,4,34,1.5,1.6
2020,4,35,1.6,1.72
2020,4,36,.4,1.11
2020,4,37,1.5,1.6
2020,4,38,1.11,1.24
2020,4,39,1.11,1.24
2020,4,40,1.24,1.32
2020,4,41,1.6,1.72
2020,4,42,1.24,1.32
2020,4,44,1.5,1.6
2020,4,45,1.72,1.84
2020,4,46,1.11,1.24
2020,4,47,1.32,1.4
2020,4,48,1.24,1.32
2020,4,49,1.6,1.72
2020,4,50,1.4,1.5
2020,4,51,1.72,1.84
2020,4,53,1.5,1.6
2020,4,54,1.32,1.4
2020,4,55,1.11,1.24
2020,4,56,1.5,1.6
2021,1,01,1.4,1.5
2021,1,02,1.72,1.84
2021,1,04,1.72,1.84
2021,1,05,1.32,1.4
2021,1,06,1.6,1.72
2021,1,08,1.84,2.06
2021,1,09,1.4,1.5
2021,1,10,1.6,1.72
2021,1,11,.4,1.11
2021,1,12,1.72,1.84
2021,1,13,1.5,1.6
2021,1,15,2.06,
2021,1,16,1.84,2.06
2021,1,17,1.11,1.24
2021,1,18,1.24,1.32
2021,1,19,1.11,1.24
2021,1,20,1.11,1.24
2021,1,21,1.24,1.32
2021,1,22,1.5,1.6
2021,1,23,1.6,1.72
2021,1,24,1.84,2.06
2021,1,25,1.24,1.32
2021,1,26,1.24,1.32
2021,1,27,1.32,1.4
2021,1,28,1.5,1.6
2021,1,29,1.24,1.32
2021,1,30,1.84,2.06
2021,1,31,1.11,1.24
2021,1,32,1.84,2.06
2021,1,33,1.6,1.72
2021,1,34,1.5,1.6
2021,1,35,1.6,1.72
2021,1,36,.4,1.11
2021,1,37,1.5,1.6
2021,1,38,1.11,1.24
2021,1,39,1.11,1.24
2021,1,40,1.24,1.32
2021,1,41,1.6,1.72
2021,1,42,1.24,1.32
2021,1,44,1.6,1.72
2021,1,45,1.84,2.06
2021,1,46,1.32,1.4
2021,1,47,1.4,1.5
2021,1,48,1.24,1.32
2021,1,49,1.72,1.84
2021,1,50,1.4,1.5
2021,1,51,1.84,2.06
2021,1,53,1.6,1.72
2021,1,54,1.32,1.4
2021,1,55,1.24,1.32
2021,1,56,1.5,1.6
2021,2,01,1.32,1.4
2021,2,02,1.6,1.72
2021,2,04,1.72,1.84
2021,2,05,1.24,1.32
2021,2,06,1.5,1.6
2021,2,08,1.72,1.84
2021,2,09,1.4,1.5
2021,2,10,1.5,1.6
2021,2,11,.4,1.11
2021,2,12,1.72,1.84
2021,2,13,1.4,1.5
2021,2,15,2.06,
2021,2,16,1.84,2.06
2021,2,17,1.11,1.24
2021,2,18,1.24,1.32
2021,2,19,1.11,1.24
2021,2,20,1.11,1.24
2021,2,21,1.11,1.24
2021,2,22,1.4,1.5
2021,2,23,1.5,1.6
2021,2,24,1.84,2.06
2021,2,25,1.11,1.24
2021,2,26,1.24,1.32
2021,2,27,1.24,1.32
2021,2,28,1.4,1.5
2021,2,29,1.24,1.32
2021,2,30,1.72,1.84
2021,2,31,1.11,1.24
2021,2,32,1.72,1.84
2021,2,33,1.5,1.6
2021,2,34,1.5,1.6
2021,2,35,1.5,1.6
2021,2,36,.4,1.11
2021,2,37,1.5,1.6
2021,2,38,1.11,1.24
2021,2,39,1.11,1.24
2021,2,40,1.24,1.32
2021,2,41,1.6,1.72
2021,2,42,1.11,1.24
2021,2,44,1.5,1.6
2021,2,45,1.72,1.84
2021,2,46,1.24,1.32
2021,2,47,1.32,1.4
2021,2,48,1.11,1.24
2021,2,49,1.72,1.84
2021,2,50,1.4,1.5
2021,2,51,1.72,1.84
2021,2,53,1.5,1.6
2021,2,54,1.32,1.4
2021,2,55,1.11,1.24
2021,2,56,1.5,1.6
2021,3,01,1.32,1.4
2021,3,02,1.6,1.72
2021,3,04,1.72,1.84
2021,3,05,1.24,1.32
2021,3,06,1.6,1.72
2021,3,08,1.84,2.06
2021,3,09,1.32,1.4
2021,3,10,1.5,1.6
2021,3,11,.4,1.11
2021,3,12,1.6,1.72
2021,3,13,1.4,1.5
2021,3,15,2.06,
2021,3,16,1.84,2.06
2021,3,17,1.11,1.24
2021,3,18,1.24,1.32
2021,3,19,1.11,1.24
2021,3,20,1.11,1.24
2021,3,21,1.11,1.24
2021,3,22,1.4,1.5
2021,3,23,1.6,1.72
2021,3,24,1.84,2.06
2021,3,25,1.11,1.24
2021,3,26,1.24,1.32
2021,3,27,1.32,1.4
2021,3,28,1.4,1.5
2021,3,29,1.24,1.32
2021,3,30,1.72,1.84
2021,3,31,1.11,1.24
2021,3,32,1.72,1.84
2021,3,33,1.6,1.72
2021,3,34,1.5,1.6
2021,3,35,1.5,1.6
2021,3,36,.4,1.11
2021,3,37,1.5,1.6
2021,3,38,1.11,1.24
2021,3,39,1.11,1.24
2021,3,40,1.24,1.32
2021,3,41,1.6,1.72
2021,3,42,1.24,1.32
2021,3,44,1.6,1.72
2021,3,45,1.72,1.84
2021,3,46,1.24,1.32
2021,3,47,1.32,1.4
2021,3,48,1.24,1.32
2021,3,49,1.72,1.84
2021,3,50,1.4,1.5
2021,3,51,1.72,1.84
2021,3,53,1.6,1.72
2021,3,54,1.24,1.32
2021,3,55,1.11,1.24
2021,3,56,1.5,1.6
2021,4,01,1.32,1.4
2021,4,02,1.6,1.72
2021,4,04,1.72,1.84
2021,4,05,1.24,1.32
2021,4,06,1.5,1.6
2021,4,08,1.72,1.84
2021,4,09,1.4,1.5
2021,4,10,1.5,1.6
2021,4,11,.4,1.11
2021,4,12,1.6,1.72
2021,4,13,1.4,1.5
2021,4,15,2.06,
2021,4,16,1.84,2.06
2021,4,17,1.11,1.24
2021,4,18,1.11,1.24
2021,4,19,1.11,1.24
2021,4,20,1.11,1.24
2021,4,21,1.11,1.24
2021,4,22,1.4,1.5
2021,4,23,1.6,1.72
2021,4,24,1.84,2.06
2021,4,25,1.11,1.24
2021,4,26,1.24,1.32
2021,4,27,1.24,1.32
2021,4,28,1.4,1.5
2021,4,29,1.24,1.32
2021,4,30,1.72,1.84
2021,4,31,1.11,1.24
2021,4,32,1.72,1.84
2021,4,33,1.5,1.6
2021,4,34,1.5,1.6
2021,4,35,1.5,1.6
2021,4,36,.4,1.11
2021,4,37,1.5,1.6
2021,4,38,1.11,1.24
2021,4,39,1.11,1.24
2021,4,40,1.24,1.32
2021,4,41,1.6,1.72
2021,4,42,1.11,1.24
2021,4,44,1.5,1.6
2021,4,45,1.72,1.84
2021,4,46,1.24,1.32
2021,4,47,1.32,1.4
2021,4,48,1.11,1.24
2021,4,49,1.72,1.84
2021,4,50,1.32,1.4
2021,4,51,1.72,1.84
2021,4,53,1.5,1.6
2021,4,54,1.24,1.32
2021,4,55,1.11,1.24
2021,4,56,1.5,1.6
2022,1,01,1.32,1.4
2022,1,02,1.6,1.72
2022,1,04,1.72,1.84
2022,1,05,1.24,1.32
2022,1,06,1.6,1.72
2022,1,08,1.72,1.84
2022,1,09,1.32,1.4
2022,1,10,1.5,1.6
2022,1,11,.4,1.11
2022,1,12,1.72,1.84
2022,1,13,1.4,1.5
2022,1,15,2.06,
2022,1,16,1.84,2.06
2022,1,17,1.11,1.24
2022,1,18,1.11,1.24
2022,1,19,1.11,1.24
2022,1,20,1.11,1.24
2022,1,21,1.11,1.24
2022,1,22,1.4,1.5
2022,1,23,1.5,1.6
2022,1,24,1.84,2.06
2022,1,25,1.11,1.24
2022,1,26,1.24,1.32
2022,1,27,1.32,1.4
2022,1,28,1.4,1.5
2022,1,29,1.24,1.32
2022,1,30,1.72,1.84
2022,1,31,1.11,1.24
2022,1,32,1.72,1.84
2022,1,33,1.5,1.6
2022,1,34,1.5,1.6
2022,1,35,1.5,1.6
2022,1,36,.4,1.11
2022,1,37,1.4,1.5
2022,1,38,1.11,1.24
2022,1,39,1.11,1.24
2022,1,40,1.24,1.32
2022,1,41,1.6,1.72
2022,1,42,1.11,1.24
2022,1,44,1.6,1.72
2022,1,45,1.72,1.84
2022,1,46,1.24,1.32
2022,1,47,1.32,1.4
2022,1,48,1.11,1.24
2022,1,49,1.72,1.84
2022,1,50,1.4,1.5
2022,1,51,1.72,1.84
2022,1,53,1.6,1.72
2022,1,54,1.32,1.4
2022,1,55,1.11,1.24
2022,1,56,1.4,1.5
2022,2,01,1.32,1.4
2022,2,02,1.6,1.72
2022,2,04,1.72,1.84
2022,2,05,1.24,1.32
2022,2,06,1.6,1.72
2022,2,08,1.72,1.84
2022,2,09,1.32,1.4
2022,2,10,1.5,1.6
2022,2,11,.4,1.11
2022,2,12,1.6,1.72
2022,2,13,1.4,1.5
2022,2,15,2.06,
2022,2,16,1.84,2.06
2022,2,17,1.11,1.24
2022,2,18,1.11,1.24
2022,2,19,1.11,1.24
2022,2,20,1.11,1.24
2022,2,21,1.11,1.24
2022,2,22,1.4,1.5
2022,2,23,1.5,1.6
2022,2,24,1.84,2.06
2022,2,25,1.11,1.24
2022,2,26,1.24,1.32
2022,2,27,1.24,1.32
2022,2,28,1.4,1.5
2022,2,29,1.24,1.32
2022,2,30,1.6,1.72
2022,2,31,1.11,1.24
2022,2,32,1.72,1.84
2022,2,33,1.5,1.6
2022,2,34,1.5,1.6
2022,2,35,1.5,1.6
2022,2,36,.4,1.11
2022,2,37,1.4,1.5
2022,2,38,1.11,1.24
2022,2,39,1.11,1.24
2022,2,40,1.24,1.32
2022,2,41,1.6,1.72
2022,2,42,1.11,1.24
2022,2,44,1.5,1.6
2022,2,45,1.72,1.84
2022,2,46,1.11,1.24
2022,2,47,1.32,1.4
2022,2,48,1.11,1.24
2022,2,49,1.72,1.84
2022,2,50,1.32,1.4
2022,2,51,1.72,1.84
2022,2,53,1.5,1.6
2022,2,54,1.24,1.32
2022,2,55,1.11,1.24
2022,2,56,1.4,1.5
2022,3,01,1.32,1.4
2022,3,02,1.6,1.72
2022,3,04,1.72,1.84
2022,3,05,1.24,1.32
2022,3,06,1.6,1.72
2022,3,08,1.72,1.84
2022,3,09,1.32,1.4
2022,3,10,1.5,1.6
2022,3,11,.4,1.11
2022,3,12,1.6,1.72
2022,3,13,1.4,1.5
2022,3,15,2.06,
2022,3,16,1.84,2.06
2022,3,17,1.11,1.24
2022,3,18,1.11,1.24
2022,3,19,1.11,1.24
2022,3,20,1.11,1.24
2022,3,21,1.11,1.24
2022,3,22,1.4,1.5
2022,3,23,1.5,1.6
2022,3,24,1.84,2.06
2022,3,25,1.11,1.24
2022,3,26,1.11,1.24
2022,3,27,1.24,1.32
2022,3,28,1.4,1.5
2022,3,29,1.24,1.32
2022,3,30,1.6,1.72
2022,3,31,1.11,1.24
2022,3,32,1.72,1.84
2022,3,33,1.5,1.6
2022,3,34,1.5,1.6
2022,3,35,1.5,1.6
2022,3,36,.4,1.11
2022,3,37,1.5,1.6
2022,3,38,1.11,1.24
2022,3,39,1.11,1.24
2022,3,40,1.24,1.32
2022,3,41,1.6,1.72
2022,3,42,1.11,1.24
2022,3,44,1.5,1.6
2022,3,45,1.72,1.84
2022,3,46,1.24,1.32
2022,3,47,1.32,1.4
2022,3,48,1.11,1.24
2022,3,49,1.72,1.84
2022,3,50,1.32,1.4
2022,3,51,1.72,1.84
2022,3,53,1.6,1.72
2022,3,54,1.24,1.32
2022,3,55,1.11,1.24
2022,3,56,1.4,1.5
2022,4,01,1.4,1.5
2022,4,02,1.6,1.72
2022,4,04,1.84,2.06
2022,4,05,1.32,1.4
2022,4,06,1.72,1.84
2022,4,08,1.84,2.06
2022,4,09,1.4,1.5
2022,4,10,1.6,1.72
2022,4,11,.4,1.11
2022,4,12,1.72,1.84
2022,4,13,1.5,1.6
2022,4,15,2.06,
2022,4,16,2.06,
2022,4,17,1.24,1.32
2022,4,18,1.32,1.4
2022,4,19,1.24,1.32
2022,4,20,1.11,1.24
2022,4,21,1.24,1.32
2022,4,22,1.5,1.6
2022,4,23,1.6,1.72
2022,4,24,2.06,
2022,4,25,1.24,1.32
2022,4,26,1.32,1.4
2022,4,27,1.4,1.5
2022,4,28,1.5,1.6
2022,4,29,1.32,1.4
2022,4,30,1.72,1.84
2022,4,31,1.24,1.32
2022,4,32,1.84,2.06
2022,4,33,1.6,1.72
2022,4,34,1.6,1.72
2022,4,35,1.6,1.72
2022,4,36,.4,1.11
2022,4,37,1.6,1.72
2022,4,38,1.11,1.24
2022,4,39,1.24,1.32
2022,4,40,1.32,1.4
2022,4,41,1.72,1.84
2022,4,42,1.24,1.32
2022,4,44,1.72,1.84
2022,4,45,1.84,2.06
2022,4,46,1.24,1.32
2022,4,47,1.4,1.5
2022,4,48,1.32,1.4
2022,4,49,1.84,2.06
2022,4,50,1.4,1.5
2022,4,51,1.84,2.06
2022,4,53,1.72,1.84
2022,4,54,1.32,1.4
2022,4,55,1.24,1.32
2022,4,56,1.5,1.6
2023,1,01,1.32,1.4
2023,1,02,1.5,1.6
2023,1,04,1.72,1.84
2023,1,05,1.11,1.24
2023,1,06,1.6,1.72
2023,1,08,1.72,1.84
2023,1,09,1.24,1.32
2023,1,10,1.5,1.6
2023,1,11,.4,1.11
2023,1,12,1.6,1.72
2023,1,13,1.4,1.5
2023,1,15,2.06,
2023,1,16,1.84,2.06
2023,1,17,1.11,1.24
2023,1,18,1.24,1.32
2023,1,19,1.11,1.24
2023,1,20,.4,1.11
2023,1,21,1.11,1.24
2023,1,22,1.4,1.5
2023,1,23,1.5,1.6
2023,1,24,1.84,2.06
2023,1,25,1.11,1.24
2023,1,26,1.24,1.32
2023,1,27,1.24,1.32
2023,1,28,1.4,1.5
2023,1,29,1.24,1.32
2023,1,30,1.72,1.84
2023,1,31,1.11,1.24
2023,1,32,1.72,1.84
2023,1,33,1.5,1.6
2023,1,34,1.5,1.6
2023,1,35,1.5,1.6
2023,1,36,.4,1.11
2023,1,37,1.5,1.6
2023,1,38,.4,1.11
2023,1,39,1.11,1.24
2023,1,40,1.11,1.24
2023,1,41,1.6,1.72
2023,1,42,1.11,1.24
2023,1,44,1.6,1.72
2023,1,45,1.72,1.84
2023,1,46,1.11,1.24
2023,1,47,1.32,1.4
2023,1,48,1.11,1.24
2023,1,49,1.72,1.84
2023,1,50,1.32,1.4
2023,1,51,1.72,1.84
2023,1,53,1.6,1.72
2023,1,54,1.24,1.32
2023,1,55,1.11,1.24
2023,1,56,1.4,1.5
2023,2,01,1.32,1.4
2023,2,02,1.5,1.6
2023,2,04,1.72,1.84
2023,2,05,1.24,1.32
2023,2,06,1.6,1.72
2023,2,08,1.72,1.84
2023,2,09,1.32,1.4
2023,2,10,1.5,1.6
2023,2,11,.4,1.11
2023,2,12,1.6,1.72
2023,2,13,1.4,1.5
2023,2,15,2.06,
2023,2,16,1.84,2.06
2023,2,17,1.11,1.24
2023,2,18,1.24,1.32
2023,2,19,1.11,1.24
2023,2,20,1.11,1.24
2023,2,21,1.11,1.24
2023,2,22,1.4,1.5
2023,2,23,1.5,1.6
2023,2,24,1.84,2.06
2023,2,25,1.11,1.24
2023,2,26,1.24,1.32
2023,2,27,1.24,1.32
2023,2,28,1.4,1.5
2023,2,29,1.24,1.32
2023,2,30,1.6,1.72
2023,2,31,1.11,1.24
2023,2,32,1.72,1.84
2023,2,33,1.5,1.6
2023,2,34,1.5,1.6
2023,2,35,1.5,1.6
2023,2,36,.4,1.11
2023,2,37,1.5,1.6
2023,2,38,.4,1.11
2023,2,39,1.11,1.24
2023,2,40,1.24,1.32
2023,2,41,1.6,1.72
2023,2,42,1.11,1.24
2023,2,44,1.6,1.72
2023,2,45,1.84,2.06
2023,2,46,1.11,1.24
2023,2,47,1.32,1.4
2023,2,48,1.24,1.32
2023,2,49,1.72,1.84
2023,2,50,1.32,1.4
2023,2,51,1.72,1.84
2023,2,53,1.5,1.6
2023,2,54,1.24,1.32
2023,2,55,1.11,1.24
2023,2,56,1.4,1.5
2023,3,01,1.4,1.5
2023,3,02,1.5,1.6
2023,3,04,1.84,2.06
2023,3,05,1.24,1.32
2023,3,06,1.6,1.72
2023,3,08,1.84,2.06
2023,3,09,1.4,1.5
2023,3,10,1.5,1.6
2023,3,11,.4,1.11
2023,3,12,1.72,1.84
2023,3,13,1.5,1.6
2023,3,15,2.06,
2023,3,16,2.06,
2023,3,17,1.11,1.24
2023,3,18,1.24,1.32
2023,3,19,1.11,1.24
2023,3,20,1.11,1.24
2023,3,21,1.11,1.24
2023,3,22,1.4,1.5
2023,3,23,1.6,1.72
2023,3,24,1.84,2.06
2023,3,25,1.24,1.32
2023,3,26,1.24,1.32
2023,3,27,1.32,1.4
2023,3,28,1.5,1.6
2023,3,29,1.24,1.32
2023,3,30,1.72,1.84
2023,3,31,1.11,1.24
2023,3,32,1.72,1.84
2023,3,33,1.6,1.72
2023,3,34,1.5,1.6
2023,3,35,1.5,1.6
2023,3,36,.4,1.11
2023,3,37,1.5,1.6
2023,3,38,.4,1.11
2023,3,39,1.11,1.24
2023,3,40,1.24,1.32
2023,3,41,1.6,1.72
2023,3,42,1.24,1.32
2023,3,44,1.6,1.72
2023,3,45,1.84,2.06
2023,3,46,1.11,1.24
2023,3,47,1.4,1.5
2023,3,48,1.24,1.32
2023,3,49,1.72,1.84
2023,3,50,1.4,1.5
2023,3,51,1.72,1.84
2023,3,53,1.6,1.72
2023,3,54,1.24,1.32
2023,3,55,1.24,1.32
2023,3,56,1.4,1.5
2023,4,01,1.4,1.5
2023,4,02,1.5,1.6
2023,4,04,1.84,2.06
2023,4,05,1.32,1.4
2023,4,06,1.72,1.84
2023,4,08,1.84,2.06
2023,4,09,1.4,1.5
2023,4,10,1.6,1.72
2023,4,11,.4,1.11
2023,4,12,1.72,1.84
2023,4,13,1.5,1.6
2023,4,15,2.06,
2023,4,16,2.06,
2023,4,17,1.11,1.24
2023,4,18,1.32,1.4
2023,4,19,1.11,1.24
2023,4,20,1.11,1.24
2023,4,21,1.11,1.24
2023,4,22,1.4,1.5
2023,4,23,1.6,1.72
2023,4,24,1.84,2.06
2023,4,25,1.32,1.4
2023,4,26,1.32,1.4
2023,4,27,1.32,1.4
2023,4,28,1.5,1.6
2023,4,29,1.32,1.4
2023,4,30,1.72,1.84
2023,4,31,1.24,1.32
2023,4,32,1.84,2.06
2023,4,33,1.6,1.72
2023,4,34,1.6,1.72
2023,4,35,1.5,1.6
2023,4,36,.4,1.11
2023,4,37,1.6,1.72
2023,4,38,1.11,1.24
2023,4,39,1.11,1.24
2023,4,40,1.32,1.4
2023,4,41,1.72,1.84
2023,4,42,1.24,1.32
2023,4,44,1.72,1.84
2023,4,45,1.84,2.06
2023,4,46,1.24,1.32
2023,4,47,1.5,1.6
2023,4,48,1.32,1.4
2023,4,49,1.84,2.06
2023,4,50,1.32,1.4
2023,4,51,1.72,1.84
2023,4,53,1.6,1.72
2023,4,54,1.24,1.32
2023,4,55,1.24,1.32
2023,4,56,1.5,1.6
2024,1,01,1.32,1.4
2024,1,02,1.4,1.5
2024,1,04,1.72,1.84
2024,1,05,1.11,1.24
2024,1,06,1.6,1.72
2024,1,08,1.72,1.84
2024,1,10,1.5,1.6
2024,1,11,.4,1.11
2024,1,12,1.6,1.72
2024,1,13,1.4,1.5
2024,1,15,2.06,
2024,1,16,1.84,2.06
2024,1,17,1.11,1.24
2024,1,18,1.11,1.24
2024,1,19,1.11,1.24
2024,1,20,.4,1.11
2024,1,21,1.11,1.24
2024,1,22,1.32,1.4
2024,1,23,1.5,1.6
2024,1,24,1.84,2.06
2024,1,25,1.11,1.24
2024,1,26,1.24,1.32
2024,1,27,1.24,1.32
2024,1,28,1.4,1.5
2024,1,29,1.24,1.32
2024,1,30,1.72,1.84
2024,1,31,1.11,1.24
2024,1,32,1.72,1.84
2024,1,33,1.5,1.6
2024,1,34,1.4,1.5
2024,1,35,1.4,1.5
2024,1,36,.4,1.11
2024,1,37,1.5,1.6
2024,1,38,.4,1.11
2024,1,39,1.11,1.24
2024,1,40,1.24,1.32
2024,1,41,1.6,1.72
2024,1,42,1.11,1.24
2024,1,44,1.6,1.72
2024,1,45,1.72,1.84
2024,1,46,1.11,1.24
2024,1,47,1.32,1.4
2024,1,48,1.11,1.24
2024,1,49,1.72,1.84
2024,1,50,1.24,1.32
2024,1,51,1.6,1.72
2024,1,53,1.5,1.6
2024,1,54,1.11,1.24
2024,1,55,1.11,1.24
2024,1,56,1.4,1.5
